Node,X_ft,Y_ft
467,160.0,0.0
468,160.0,4.8
469,160.0,14.4
470,160.0,19.2
471,160.0,24.0
472,160.0,28.8
473,160.0,33.6
474,160.0,43.2
475,160.0,48.0
476,164.2143,59.7857
477,164.2143,63.7857
478,164.2143,71.7857
479,164.2184,67.8393
480,165.0,9.6
481,165.0,38.4
482,165.0,0.0
483,165.0,4.8
484,165.0,14.4
485,165.0,19.2
486,165.0,24.0
487,165.0,28.8
488,165.0,33.6
489,165.0,43.2
490,165.0,48.0
491,165.1429,53.9286
492,169.1429,60.8571
493,169.1429,64.8571
494,169.1429,72.8571
495,169.1504,68.8934
496,170.0,0.0
497,170.0,4.8
498,170.0,9.6
499,170.0,14.4
500,170.0,19.2
501,170.0,24.0
502,170.0,28.8
503,170.0,33.6
504,170.0,38.4
505,170.0,43.2
506,170.0,48.0
507,170.1071,54.4643
508,174.0714,61.9286
509,174.0714,65.9286
510,174.0714,73.9286
511,174.0984,69.9558
512,175.0,4.8
513,175.0,9.6
514,175.0,14.4
515,175.0,19.2
516,175.0,24.0
517,175.0,28.8
518,175.0,33.6
519,175.0,38.4
520,175.0,43.2
521,175.0,48.0
522,175.0,53.0
523,175.0,0.0
524,175.145,56.9901
525,179.0,63.0
526,179.0,67.0
527,179.0,71.0
528,179.0,75.0
529,179.5959,57.5232
530,179.8093,52.7575
531,180.0,4.8
532,180.0,9.6
533,180.0,38.4
534,180.0,43.2
535,180.0,0.0
536,180.0,14.4
537,180.0,19.2
538,180.0,24.0
539,180.0,28.8
540,180.0,33.6
541,180.0,48.0
542,184.125,63.0
543,184.125,67.0
544,184.125,75.0
545,184.1289,71.0016
546,184.5751,57.8356
547,184.7679,52.8801
548,185.0,9.6
549,185.0,38.4
550,185.0,0.0
551,185.0,4.8
552,185.0,14.4
553,185.0,19.2
554,185.0,24.0
555,185.0,28.8
556,185.0,33.6
557,185.0,43.2
558,185.0,48.0
559,189.25,63.0
560,189.25,67.0
561,189.25,75.0
562,189.293,71.0006
563,189.5705,57.9705
564,189.7595,52.9441
565,190.0,0.0
566,190.0,4.8
567,190.0,9.6
568,190.0,14.4
569,190.0,19.2
570,190.0,24.0
571,190.0,28.8
572,190.0,33.6
573,190.0,38.4
574,190.0,43.2
575,190.0,48.0
576,194.375,63.0
577,194.375,67.0
578,194.375,75.0
579,194.4227,70.999
580,194.5371,57.9527
581,194.712,52.9438
582,195.0,0.0
583,195.0,4.8
584,195.0,9.6
585,195.0,19.2
586,195.0,24.0
587,195.0,28.8
588,195.0,38.4
589,195.0,43.2
590,195.0,48.0
591,195.0,14.4
592,195.0,33.6
593,199.5,63.0
594,199.5,67.0
595,199.5,75.0
596,199.5732,70.9979
597,199.5898,57.9417
598,199.7086,52.9328
599,200.0,4.8
600,200.0,9.6
601,200.0,14.4
602,200.0,19.2
603,200.0,24.0
604,200.0,28.8
605,200.0,33.6
606,200.0,38.4
607,200.0,43.2
608,200.0,48.0
609,200.0,0.0
610,204.625,63.0
611,204.625,67.0
612,204.625,75.0
613,204.6643,70.999
614,204.6855,57.954
615,204.7569,52.9346
616,205.0,0.0
617,205.0,4.8
618,205.0,9.6
619,205.0,14.4
620,205.0,19.2
621,205.0,24.0
622,205.0,28.8
623,205.0,33.6
624,205.0,38.4
625,205.0,43.2
626,205.0,48.0
627,209.75,63.0
628,209.75,67.0
629,209.75,75.0
630,209.7799,70.9994
631,209.7921,57.9719
632,209.8504,52.9519
633,210.0,0.0
634,210.0,4.8
635,210.0,9.6
636,210.0,14.4
637,210.0,19.2
638,210.0,24.0
639,210.0,28.8
640,210.0,33.6
641,210.0,38.4
642,210.0,43.2
643,210.0,48.0
644,214.875,63.0
645,214.875,67.0
646,214.875,75.0
647,214.8867,52.9697
648,214.8912,57.9922
649,214.8942,71.0006
650,215.0,4.8
651,215.0,43.2
652,215.0,0.0
653,215.0,9.6
654,215.0,14.4
655,215.0,19.2
656,215.0,24.0
657,215.0,28.8
658,215.0,33.6
659,215.0,38.4
660,215.0,48.0
661,220.0,0.0
662,220.0,4.8
663,220.0,9.6
664,220.0,14.4
665,220.0,19.2
666,220.0,24.0
667,220.0,28.8
668,220.0,33.6
669,220.0,38.4
670,220.0,43.2
671,220.0,48.0
672,220.0,53.0
673,220.0,58.0
674,220.0,63.0
675,220.0,67.0
676,220.0,71.0
677,220.0,75.0
