Node,X_ft,Y_ft
471,160.0,43.2
472,160.0,48.0
473,160.0535,54.7715
474,160.6,67.8
475,160.6,71.8
476,160.6,78.3333
477,162.5472,62.9721
478,164.4314,58.0836
479,165.0,9.6
480,165.0,38.4
481,165.0,0.0
482,165.0,4.8
483,165.0,14.4
484,165.0,19.2
485,165.0,24.0
486,165.0,28.8
487,165.0,33.6
488,165.0,43.2
489,165.0,48.0
490,165.0159,53.5626
491,165.2,69.6
492,165.2,73.6
493,165.2,80.0
494,167.3697,64.4201
495,169.4025,59.1872
496,169.7594,53.6426
497,169.8,71.4
498,169.8,75.4
499,169.8,81.6667
500,170.0,0.0
501,170.0,4.8
502,170.0,9.6
503,170.0,14.4
504,170.0,19.2
505,170.0,24.0
506,170.0,28.8
507,170.0,33.6
508,170.0,38.4
509,170.0,43.2
510,170.0,48.0
511,172.0266,66.9236
512,173.7484,62.5339
513,174.4,73.2
514,174.4,77.2
515,174.4,83.3333
516,174.7159,58.1009
517,174.8192,53.1769
518,175.0,4.8
519,175.0,9.6
520,175.0,14.4
521,175.0,19.2
522,175.0,24.0
523,175.0,28.8
524,175.0,33.6
525,175.0,38.4
526,175.0,43.2
527,175.0,48.0
528,175.0,0.0
529,177.4359,69.4385
530,178.4979,64.2383
531,179.0,75.0
532,179.0,79.0
533,179.0,85.0
534,179.3489,58.7994
535,179.7085,53.4661
536,180.0,4.8
537,180.0,9.6
538,180.0,38.4
539,180.0,43.2
540,180.0,0.0
541,180.0,14.4
542,180.0,19.2
543,180.0,24.0
544,180.0,28.8
545,180.0,33.6
546,180.0,48.0
547,183.2697,69.7192
548,183.9396,64.2511
549,184.125,75.0
550,184.125,79.0
551,184.125,85.0
552,184.4868,58.6906
553,184.8635,53.1446
554,185.0,9.6
555,185.0,38.4
556,185.0,0.0
557,185.0,4.8
558,185.0,14.4
559,185.0,19.2
560,185.0,24.0
561,185.0,28.8
562,185.0,33.6
563,185.0,43.2
564,185.0,48.0
565,189.0231,69.7218
566,189.25,75.0
567,189.25,79.0
568,189.25,85.0
569,189.2573,64.3606
570,189.6234,58.7598
571,189.8709,53.2215
572,190.0,0.0
573,190.0,4.8
574,190.0,9.6
575,190.0,14.4
576,190.0,19.2
577,190.0,24.0
578,190.0,28.8
579,190.0,33.6
580,190.0,38.4
581,190.0,43.2
582,190.0,48.0
583,194.349,69.7296
584,194.375,75.0
585,194.375,79.0
586,194.375,85.0
587,194.479,64.4325
588,194.8078,58.5507
589,194.9177,53.1905
590,195.0,0.0
591,195.0,4.8
592,195.0,9.6
593,195.0,19.2
594,195.0,24.0
595,195.0,28.8
596,195.0,38.4
597,195.0,43.2
598,195.0,48.0
599,195.0,14.4
600,195.0,33.6
601,199.5,75.0
602,199.5,79.0
603,199.5,85.0
604,199.5191,69.7443
605,199.5842,64.4031
606,199.8177,58.4778
607,200.0,4.8
608,200.0,9.6
609,200.0,14.4
610,200.0,19.2
611,200.0,24.0
612,200.0,28.8
613,200.0,33.6
614,200.0,38.4
615,200.0,43.2
616,200.0,48.0
617,200.0,53.0
618,200.0,0.0
619,204.6136,69.6829
620,204.625,75.0
621,204.625,79.0
622,204.625,85.0
623,204.6278,64.33
624,204.8439,58.57
625,204.944,53.2335
626,205.0,0.0
627,205.0,4.8
628,205.0,9.6
629,205.0,14.4
630,205.0,19.2
631,205.0,24.0
632,205.0,28.8
633,205.0,33.6
634,205.0,38.4
635,205.0,43.2
636,205.0,48.0
637,209.5071,64.4985
638,209.559,69.5964
639,209.6781,58.9243
640,209.75,75.0
641,209.75,79.0
642,209.75,85.0
643,209.9201,53.4332
644,210.0,0.0
645,210.0,4.8
646,210.0,9.6
647,210.0,14.4
648,210.0,19.2
649,210.0,24.0
650,210.0,28.8
651,210.0,33.6
652,210.0,38.4
653,210.0,43.2
654,210.0,48.0
655,214.7854,64.3299
656,214.803,69.6345
657,214.852,58.8325
658,214.875,75.0
659,214.875,79.0
660,214.875,85.0
661,214.9305,53.3955
662,215.0,4.8
663,215.0,43.2
664,215.0,0.0
665,215.0,9.6
666,215.0,14.4
667,215.0,19.2
668,215.0,24.0
669,215.0,28.8
670,215.0,33.6
671,215.0,38.4
672,215.0,48.0
673,220.0,0.0
674,220.0,4.8
675,220.0,9.6
676,220.0,14.4
677,220.0,19.2
678,220.0,24.0
679,220.0,28.8
680,220.0,33.6
681,220.0,38.4
682,220.0,43.2
683,220.0,48.0
684,220.0,53.4
685,220.0,58.8
686,220.0,64.2
687,220.0,69.6
688,220.0,75.0
689,220.0,79.0
690,220.0,85.0
